torso_lift_link,r_wrist_roll_link,7
0.05,-6.12323e-18,0.907925,0,-0.9,-0.3,-1.5708,1.5708,0,0.0751717,-1.43811,0.71869,0.498546,-0.660738,2.77091,-1.4564,-0.167159,
-1.8366e-07,0.05,0.907925,0,-0.9,-0.3,3.14159,1.0472,-1.5708,0.0572587,-1.40668,0.698485,0.635701,-0.656522,2.79576,-0.927247,-0.261499,
-1.8366e-07,0.05,0.907925,0,-0.9,-0.3,3.14159,0.523599,-1.5708,0.0302812,-1.41268,0.220305,-3.75,-0.657395,2.95547,-0.331132,-2.30879,
-1.8366e-07,0.05,0.907925,0,-0.9,-0.3,3.14159,5.66554e-16,-1.5708,0.0187998,-1.67969,0.730178,-0.40225,-0.66332,1.22086,-0.170697,2.22542,
-1.8366e-07,0.05,0.907925,0,-0.9,-0.3,3.14159,-0.523599,-1.5708,0.0569295,-1.71151,0.714118,-0.53235,-0.659744,0.647748,-0.664654,2.85263,
-1.8366e-07,0.05,0.907925,0,-0.9,-0.3,3.14159,-1.0472,-1.5708,0.0848018,-1.83828,0.425764,-1.73358,-0.636151,1.64324,-1.52288,2.74885,
0.05,-6.12323e-18,0.907925,0,-0.9,-0.3,1.5708,-1.5708,0,0.0756708,-1.40358,0.69613,0.65,-0.656058,-0.487826,-1.70673,-2.92699,
0.05,-6.12323e-18,0.907925,0,-0.9,-0.3,-2.0944,1.5708,0,0.0728732,-1.55907,0.159756,-3.18357,-0.668678,0.0612673,-0.743159,-0.550328,
0.0249999,0.0433013,0.907925,0,-0.9,-0.3,3.14159,1.0472,-1.0472,0.060705,-1.60008,0.750541,-0.10499,-0.668251,-2.78807,-1.03157,-0.575295,
0.0249999,0.0433013,0.907925,0,-0.9,-0.3,3.14159,0.523599,-1.0472,0.0496352,-1.41268,0.220306,-3.75,-0.657395,2.41616,-0.708726,-2.09612,
0.0249999,0.0433013,0.907925,0,-0.9,-0.3,3.14159,5.66554e-16,-1.0472,0.0408081,-1.54572,0.750944,0.0898663,-0.668354,-1.50132,-0.560092,-1.73019,
0.0249999,0.0433013,0.907925,0,-0.9,-0.3,3.14159,-0.523599,-1.0472,0.0695843,-1.84156,0.480249,-1.54614,-0.635336,1.13578,-0.896439,-3.01534,
0.0249999,0.0433013,0.907925,0,-0.9,-0.3,-3.14159,-1.0472,-1.0472,0.0856089,-1.82169,0.358127,-1.96852,-0.640118,1.62174,-1.56987,-3.06653,
0.05,-6.12323e-18,0.907925,0,-0.9,-0.3,2.0944,-1.5708,0,0.076934,-1.84164,0.473702,-1.56881,-0.635317,1.27402,-1.94564,-3.03867,
-1.8366e-07,-0.05,0.907925,0,-0.9,-0.3,0,1.5708,1.5708,0.0756579,-1.40462,0.696954,0.645146,-0.656261,2.65758,-1.43566,-1.26033,
0.0433013,0.025,0.907925,0,-0.9,-0.3,3.14159,1.0472,-0.523599,0.0603909,-1.80847,0.325966,-2.08475,-0.643112,-0.841112,-0.630219,-0.980079,
0.0433013,0.025,0.907925,0,-0.9,-0.3,-3.14159,0.523599,-0.523599,0.0568211,-1.8009,0.625475,-1.00065,-0.644693,-1.35156,-0.749823,-1.29469,
0.0433013,0.025,0.907925,0,-0.9,-0.3,3.14159,5.66554e-16,-0.523599,0.0715194,-1.75694,0.247727,-2.39981,-0.653029,1.23283,-0.919881,-2.48276,
0.0433013,0.025,0.907925,0,-0.9,-0.3,3.14159,-0.523599,-0.523599,0.079727,-1.84144,0.484679,-1.53077,-0.635368,0.61822,-1.0736,-2.46286,
0.0433013,0.025,0.907925,0,-0.9,-0.3,3.14159,-1.0472,-0.523599,0.085078,-1.83597,0.411517,-1.78252,-0.636745,1.18792,-1.57972,-2.5999,
0.05,-6.12323e-18,0.907925,0,-0.9,-0.3,2.61799,-1.5708,0,0.0772931,-1.82971,0.559267,-1.26365,-0.638231,0.997259,-1.84776,-2.46703,
0.05,-6.12323e-18,0.907925,0,-0.9,-0.3,-3.14159,1.5708,0,0.0721481,-1.4354,0.20284,-3.65143,-0.66042,0.71408,-0.818185,-1.85805,
0.05,1.60812e-17,0.907925,0,-0.9,-0.3,3.14159,1.0472,-5.66554e-16,0.0745117,-1.75031,0.685989,-0.708764,-0.654126,-2.08255,-1.32876,-1.44205,
0.05,1.60812e-17,0.907925,0,-0.9,-0.3,3.14159,0.523599,-5.66554e-16,0.0748649,-1.65616,0.73889,-0.311307,-0.665396,-1.85775,-1.43165,-1.60114,
